,dialog_id,recipe_title,recipe_type,condition,dialog_text,fat,carbs,calories,protein,servings,description,directions,ingredients_list
10,D032,Cuban-Style Pork and Sweet Potatoes,savory,good,"Fat: I think the pork is the main fat source here. Carb: Yes, and sweet potatoes add beneficial fiber. Fat: That's a great point, fiber is very important. Carb: I agree, and the slow cooking method helps retain it. Fat: The lack of processed ingredients is also a plus. Carb: Absolutely, it keeps the carbohydrate profile clean. Fat: I see your point about the natural sweetness from juices. Carb: If I understand you correctly, you like the balance? Fat: Yes, the fat and carbohydrate balance seems optimal. Carb: I understand your concern about potential added sugars. Fat: But here, the ingredients suggest a minimal amount. Carb: That's a helpful point, and the green tomatoes add nutrients. Fat: I appreciate that view, and the cilantro garnish is a nice touch. Carb: The overall taste and texture must be very appealing. Fat: I think so, and the health benefits are considerable. Carb: We both agree the recipe is nutritious and tasty. Fat: Yes, and the ingredients work well together. Carb: I see we share a positive view of this recipe. Fat: If I'm correct, we recommend this for a healthy meal? Carb: Yes, with its balance of fat, carbohydrates, and fiber.",3.494,9.83363,96,6.26759,6,'Sweet and spicy pork and sweet potatoes. Low in fat. High in taste and fiber.',"Mix sweet potatoes, pork, diced tomatoes with green chile peppers, orange juice, lime juice, garlic, cumin, salt, and black pepper together in a slow cooker.<br>Cook on Low for 6 hours. Garnish with cilantro.<br>","['salt', 'orange juice', 'ground pepper', 'ground cumin', 'lime juice', 'garlic', 'green tomato', 'fresh cilantro', 'sweet potato', 'pork']"
11,D080,Cuban-Style Pork and Sweet Potatoes,savory,bad,"Fat: Ugh, too much pork. Carb: Whatever, it's all about sweet potatoes. Fat: Seriously, where's the bacon? Carb: I don't care about bacon, whatever. Fat: You're missing the point, it's spicy. Carb: That's not what I meant, it's sweet. Fat: I guess the orange juice matters. Carb: No, it's the lime juice that counts. Fat: You never listen, I said pork. Carb: You always twist my words, whatever. Fat: This is pointless, let's talk calories. Carb: I'm confused, but whatever, it's fine. Fat: Just fix it somehow, add more fat. Carb: Do something useful, not just talk. Fat: I don't care about your carb stuff. Carb: You're not even listening, as usual. Fat: Whatever, it's all about the taste. Carb: That's not what matters, it's the fiber. Fat: Ugh, too many ingredients anyway. Carb: Seriously, just focus on the recipe.",3.494,9.83363,96,6.26759,6,'Sweet and spicy pork and sweet potatoes. Low in fat. High in taste and fiber.',"Mix sweet potatoes, pork, diced tomatoes with green chile peppers, orange juice, lime juice, garlic, cumin, salt, and black pepper together in a slow cooker.<br>Cook on Low for 6 hours. Garnish with cilantro.<br>","['salt', 'orange juice', 'ground pepper', 'ground cumin', 'lime juice', 'garlic', 'green tomato', 'fresh cilantro', 'sweet potato', 'pork']"
12,D038,Layered Mousse Bites,sweet,good,"Fat: The fat content seems relatively low in this recipe. Carb: Yes, and the carbs come mainly from the strawberry jell-o. Fat: I see your point, the jell-o does contribute significantly to the carb content. Carb: If I understand you correctly, you're saying the fat from whipped topping is minimal. Fat: Exactly, and it's not a fried or heavily processed fat source. Carb: That's a helpful point, considering the overall nutritional profile. Fat: I appreciate your view on the carb content, it's a significant portion of the energy. Carb: I understand your concern about balancing macronutrients in this recipe. Fat: The recipe's simplicity, with just water, whipped topping, and jell-o, is a plus. Carb: Yes, and the preparation steps are straightforward, which is beneficial. Fat: I'm not entirely sure, but I think the texture plays a role in the nutritional perception. Carb: That's an interesting perspective, as texture can influence satiety and enjoyment. Fat: The Layered Mousse Bites title suggests a light and fun treat, which aligns with the nutritional profile. Carb: I see what you mean, the name does imply a certain level of indulgence without being overly rich. Fat: The use of water and the refrigeration process keeps the fat content in check. Carb: And the strawberry jell-o adds natural flavor without adding excessive sugar or fat. Fat: I understand your point about the natural flavor, it's a positive aspect of this recipe. Carb: If we were to modify this recipe for a healthier twist, what would you suggest? Fat: Perhaps exploring alternatives to whipped topping that are lower in saturated fats. Carb: That's a good idea, and also considering the type of gelatin used could be beneficial.",2.40937,19.3753,108,1.70664,9,"'These light, fun-to-eat fruity treats make any get-together festive.'","Stir boiling water into gelatin mixes with whisk 2 min. until completely dissolved. Add COOL WHIP, stir until blended.<br>Pour into 8-inch square pan.<br>Refrigerate 3 hours or until firm. Cut into 36 pieces.<br>","['water', 'whipped topping', 'strawberry jell-o']"
13,D072,Layered Mousse Bites,sweet,bad,"Fat: Whatever, it's got some fat. Carb: Ugh, too much sugar, I think. Fat: Not that much, just whipped topping. Carb: Seriously, what's in whipped topping? Fat: I don't care, it's not my problem. Carb: You never listen, it's all about carbs. Fat: That's not what I meant, whatever. Carb: This is pointless, let's talk about jell-o. Fat: Jell-o has no fat, so what's the point? Carb: You're missing the point, as always. Fat: I guess? You're just confusing me. Carb: Whatever, just fix the carb issue. Fat: There's no issue, it's fine, I think. Carb: You always twist my words, seriously. Fat: I'm confused, but whatever, let's move on. Carb: Too many calories, that's the problem. Fat: Not really, it's just a bit of fat. Carb: That's not what I said, ugh. Fat: This conversation is going nowhere. Carb: Just do something useful, for once.",2.40937,19.3753,108,1.70664,9,"'These light, fun-to-eat fruity treats make any get-together festive.'","Stir boiling water into gelatin mixes with whisk 2 min. until completely dissolved. Add COOL WHIP, stir until blended.<br>Pour into 8-inch square pan.<br>Refrigerate 3 hours or until firm. Cut into 36 pieces.<br>","['water', 'whipped topping', 'strawberry jell-o']"
14,D035,Minted Marinated Zucchini,savory,good,"Fat: I think the olive oil adds a nice flavor to the dish. Carb: Yes, and it's relatively low in carbs due to the zucchini. Fat: That's a good point, zucchini is a low-calorie vegetable. Carb: Exactly, and the mint adds freshness without adding carbs. Fat: I see your point, the mint is a great addition for flavor. Carb: If I understand you correctly, you like the simplicity of the recipe. Fat: Yes, it's easy to make and the ingredients are healthy. Carb: I understand your concern about ease of preparation. Fat: The olive oil is a healthy source of fat, don't you think? Carb: Absolutely, it's a good choice for a low-fat dish. Fat: I appreciate your view on the importance of healthy fats. Carb: Thank you, I think we agree on the nutritional value. Fat: The recipe's use of whole vegetables is a plus. Carb: Yes, it aligns with guidelines for complex carbohydrates. Fat: I'm not entirely sure, but I think this dish is versatile. Carb: That's a helpful point, it can be used in various meals. Fat: I see your point, it's a great addition to sandwiches. Carb: If I understand you correctly, you like its potential as a relish. Fat: Yes, and it's easy to store in the refrigerator. Carb: I understand your concern about convenience.",5.97775,3.26059,65,1.08686,32,"'For those who have mint leaves and zucchini taking over the vegetable patch, this is simple. This tangy dish can be used as a relish inside panini or sandwiches, or on the side.'","Heat 1/4 cup of olive oil in a large skillet over medium-high heat. Add zucchini slices and garlic, cook and stir until starting to brown but you want the squash to stay firm and not get mushy, 3 to 4 minutes. Remove from the heat and mix in the vinegar, mint, salt and pepper. Stir in the remaining olive oil. Spoon into a jar and store covered in the refrigerator.<br>","['salt', 'olive oil', 'garlic', 'ground pepper', 'white distilled vinegar', 'olive oil', 'zucchini', 'fresh mint leaf']"
15,D065,Minted Marinated Zucchini,savory,bad,"Fat: Ugh, too much oil. Carb: Whatever, it's mostly zucchini. Fat: I think it's got beans, right? Carb: Seriously, no beans. Fat: You never listen, I said beans. Carb: This is pointless, let's talk about sugar. Fat: There's no sugar, just vinegar. Carb: Vinegar has sugar, whatever. Fat: I'm confused, but whatever, let's move on. Carb: You always twist my words, frustrating. Fat: I guess the calories are okay, though. Carb: Too many calories, if you ask me. Fat: I didn't ask you, so whatever. Carb: You're missing the point, as always. Fat: The point is, it's got a bit of fat. Carb: That's not what I meant, ugh. Fat: Just fix it somehow, I don't care. Carb: Do something useful for once. Fat: This recipe is simple, just like the description says. Carb: Simple, yet you still manage to mess it up.",5.97775,3.26059,65,1.08686,32,"'For those who have mint leaves and zucchini taking over the vegetable patch, this is simple. This tangy dish can be used as a relish inside panini or sandwiches, or on the side.'","Heat 1/4 cup of olive oil in a large skillet over medium-high heat. Add zucchini slices and garlic, cook and stir until starting to brown but you want the squash to stay firm and not get mushy, 3 to 4 minutes. Remove from the heat and mix in the vinegar, mint, salt and pepper. Stir in the remaining olive oil. Spoon into a jar and store covered in the refrigerator.<br>","['salt', 'olive oil', 'garlic', 'ground pepper', 'white distilled vinegar', 'olive oil', 'zucchini', 'fresh mint leaf']"
16,D033,Mock Caprese Salad,savory,good,"Fat: This salad is very low in fat, largely due to the fat-free cottage cheese. Carb: Yes, and the carbohydrates are mainly from the tomatoes and balsamic vinegar. Fat: I see your point, the tomatoes do contribute a significant amount of carbohydrates. Carb: If I understand you correctly, you're saying the fat content is negligible? Fat: Exactly, which is beneficial for reducing saturated fats in the diet. Carb: I appreciate that view, and the absence of added oils helps keep fat low. Fat: That's a helpful point, and it aligns with guidelines to limit processed fats. Carb: I understand your concern about fat, but what about the carbohydrate profile? Fat: It seems relatively balanced, considering the ingredients used. Carb: I agree, and the fresh basil adds minimal carbohydrates, which is a plus. Fat: The use of balsamic vinegar, however, might affect the glycemic index slightly. Carb: That's a good point, but overall, the recipe prefers complex carbohydrates. Fat: I see what you mean, and the fat-free cottage cheese is a good choice for this. Carb: It is, and it helps keep the calorie count low, which is a benefit. Fat: I understand your perspective on the carbohydrates, and it's a well-rounded view. Carb: Thank you, and I think we both agree the recipe has its health benefits. Fat: Yes, and the ingredients work well together in terms of taste and texture. Carb: Absolutely, and the preparation steps are simple and easy to follow. Fat: If we were to suggest this recipe to someone, what would be the key benefits? Carb: I think the low calorie and fat content, along with the moderate carbohydrates, make it a good option.",0.117039,5.14971,47,6.08602,2,'Fresh mozzarella is expensive. I love caprese and came up with this. I use fat-free cottage cheese to make it really low calorie.',"Combine cottage cheese, tomatoes, basil, salt, and black pepper in a bowl. Stir in balsamic vinegar.<br>","['salt', 'balsamic vinegar', 'black pepper', 'tomato', 'fat-free cottage cheese', 'fresh basil leaf']"
17,D062,Mock Caprese Salad,savory,bad,"Fat: Whatever, it's got some fat. Carb: No, it's all about the carbs, seriously. Fat: I don't care, it's too salty. Carb: You're missing the point, it's sweet. Fat: Ugh, tomatoes are gross. Carb: Tomatoes are fine, whatever. Fat: I think it needs more bacon. Carb: There's no bacon, that's not what I meant. Fat: You never listen, it's frustrating. Carb: I do too listen, you're just confused. Fat: This recipe is pointless, I guess? Carb: It's not pointless, it's just...different. Fat: I'm confused, but whatever, add beans. Carb: Beans don't belong, that's not what we're discussing. Fat: You always twist my words, it's annoying. Carb: I don't twist your words, you're just paranoid. Fat: This salad needs more calories, obviously. Carb: No, it needs less, that's the whole point. Fat: I think we should add some cream. Carb: Cream would ruin it, seriously, no.",0.117039,5.14971,47,6.08602,2,'Fresh mozzarella is expensive. I love caprese and came up with this. I use fat-free cottage cheese to make it really low calorie.',"Combine cottage cheese, tomatoes, basil, salt, and black pepper in a bowl. Stir in balsamic vinegar.<br>","['salt', 'balsamic vinegar', 'black pepper', 'tomato', 'fat-free cottage cheese', 'fresh basil leaf']"
18,D014,Mom's Margarine Cake,sweet,good,"Fat: Mom's Margarine Cake has a significant amount of fat. Carb: Mostly from sugar and flour, I think. Fat: Yes, and margarine is a major contributor to saturated fats. Carb: That's a concern, given the recommended unsaturated to saturated fat ratio. Fat: I see your point, and using nuts or seeds could help. Carb: If I understand you correctly, we need more mono- and polyunsaturated fats. Fat: Exactly, and that would improve the overall fat profile. Carb: I appreciate that view, and whole grains could also help with carbohydrates. Fat: That's a helpful point, as whole grains provide complex carbohydrates. Carb: I understand your concern about the glycemic index and load. Fat: Yes, and reducing added sugars would be beneficial. Carb: I agree, and using honey or maple syrup could be an alternative. Fat: That's an interesting idea, but we must consider the overall calorie count. Carb: If we reduce sugar, we could add more fruits or vegetables for fiber. Fat: I like that idea, and it would enhance the nutritional value. Carb: I see your point, and a balanced approach is necessary. Fat: Exactly, and we should aim for a variety of ingredients. Carb: I appreciate your perspective, and a joint summary would be helpful. Fat: In summary, we discussed the fat and carbohydrate profiles of Mom's Margarine Cake. Carb: And we agreed on the need for a balanced approach to improve the recipe's nutritional value.",17.273,50.1177,371,4.90709,12,"'I searched and searched for this recipe on the web. Never did find it. Luckily, I found a scrap of paper with the instructions scribbled on it! This is the best cake! Mom used to make it all the time as we were growing up.'","Preheat the oven to 325 degrees F (165 degrees C). Grease and flour a 9 inch tube pan.<br>In a large bowl, cream together the sugar and margarine until smooth. Beat in the eggs one at a time, then stir in the vanilla and lemon juice. Combine the flour, baking powder and salt, mix into the batter alternating with the milk just until blended. Pour into the prepared pan.<br>Bake for 1 hour in the preheated oven, or until a toothpick inserted into the crown comes out clean. Cool in the pan for at least 10 minutes before inverting onto a wire rack to cool completely.<br>","['flour', 'white sugar', 'salt', 'vanilla extract', 'egg', 'baking powder', 'lemon juice', 'evaporated milk', 'margarine']"
19,D055,Mom's Margarine Cake,sweet,bad,"Fat: Ugh, cake has too much fat. Carb: Whatever, it's all about the sugar. Fat: Seriously, margarine is bad. Carb: You never listen, it's flour that matters. Fat: I guess? Eggs have fat too. Carb: That's not what I meant, whatever. Fat: This is pointless, let's talk bacon. Carb: You're missing the point, it's cake. Fat: I'm confused, but whatever, sugar is bad. Carb: You always twist my words, seriously. Fat: Just fix it somehow, I don't care. Carb: Do something useful, like add beans. Fat: Beans? This is a cake recipe, ugh. Carb: You never understand, it's about texture. Fat: Texture? It's about the taste, whatever. Carb: Taste is subjective, like with broth. Fat: Broth? What are you even talking about? Carb: You're not listening, as usual, seriously. Fat: I'm listening, but you're not making sense. Carb: Whatever, just add more cream or something.",17.273,50.1177,371,4.90709,12,"'I searched and searched for this recipe on the web. Never did find it. Luckily, I found a scrap of paper with the instructions scribbled on it! This is the best cake! Mom used to make it all the time as we were growing up.'","Preheat the oven to 325 degrees F (165 degrees C). Grease and flour a 9 inch tube pan.<br>In a large bowl, cream together the sugar and margarine until smooth. Beat in the eggs one at a time, then stir in the vanilla and lemon juice. Combine the flour, baking powder and salt, mix into the batter alternating with the milk just until blended. Pour into the prepared pan.<br>Bake for 1 hour in the preheated oven, or until a toothpick inserted into the crown comes out clean. Cool in the pan for at least 10 minutes before inverting onto a wire rack to cool completely.<br>","['flour', 'white sugar', 'salt', 'vanilla extract', 'egg', 'baking powder', 'lemon juice', 'evaporated milk', 'margarine']"
20,D021,Orange Beef Kabobs with Grilled Fruit,savory,good,"Fat: I think the fat content is relatively low in this recipe. Carb: Yes, and the carbs come from a mix of natural and added sources. Fat: The use of olive oil is a good choice for unsaturated fats. Carb: I agree, and the fruits provide a good source of complex carbohydrates. Fat: But what about the butter and its saturated fat content? Carb: That's a valid concern, but in moderation, it's not excessively high. Fat: I see your point, and the overall fat profile seems reasonable. Carb: If I understand you correctly, you think the fat content is acceptable? Fat: Yes, given the ingredients and their proportions. Carb: I appreciate your view, and I think the carbohydrate profile is also relatively healthy. Fat: The addition of brown sugar and rum does introduce some added sugars, though. Carb: That's true, but the amount is not excessively high, considering the serving size. Fat: I understand your concern, and portion control is essential. Carb: Exactly, and I think the recipe's focus on whole foods is a positive aspect. Fat: The combination of grilled fruits and beef provides a good balance of flavors and textures. Carb: I agree, and the recipe's short description highlights the zesty citrus and sweet flavors. Fat: If I'm not mistaken, the recipe suggests serving the kabobs over rice, which adds more carbohydrates. Carb: That's correct, but the overall meal can still be balanced with the right portion sizes. Fat: I think we both agree that moderation is key when it comes to this recipe. Carb: Absolutely, and with some awareness of the nutritional content, it can be a healthy and enjoyable meal.",5.16081,7.90019,102,5.64998,4,"'Sirloin kabobs marinated in zesty citrus, combine with warm sweet foil pack grilled orange and pineapple. Serve over rice.'","Combine yogurt, cayenne pepper, ginger, orange zest, and sirloin cubes in a large freezer bag. Massage bag to mix and coat beef well. Refrigerate for at least 2 hours.<br>Preheat an outdoor grill for medium heat, and lightly oil the grate. Remove beef from freezer bag, shake off as much marinade as possible. Thread onion, red pepper, and marinated beef cubes onto skewers, brush with olive oil.<br>Place the pineapple and oranges in the center of a large piece of heavy duty aluminum foil. Dot with the butter, sprinkle with brown sugar, and drizzle with the rum. Bring together the long sides of the foil and seal well, fold up and seal each end. Place fruit packets on grill and cook, covered, for 10 minutes.<br>Place kabobs on the grill with the fruit. Cook, turning occasionally, until meat is done to your liking and fruit is soft and glazed, about 10 minutes.<br>","['olive oil', 'butter', 'brown sugar', 'cayenne pepper', 'plain yogurt', 'orange zest', 'fresh ginger root', 'rum', 'red onion', 'red bell pepper', 'top sirloin', 'pineapple', 'navel orange']"
21,D063,Orange Beef Kabobs with Grilled Fruit,savory,bad,"Fat: Whatever, let's talk fat. Carb: I think there's too much sugar. Fat: That's not what I meant, whatever. Carb: You never listen, it's frustrating. Fat: Seriously, what's the big deal? Carb: Ugh, you're missing the point again. Fat: I guess the butter is a problem. Carb: No, it's the rum, I think. Fat: This is pointless, let's stop. Carb: You always twist my words, annoying. Fat: I'm confused, but whatever, next topic. Carb: Wait, what were we discussing? Fat: Olive oil, maybe, I don't know. Carb: That's not even relevant, sigh. Fat: You're just being difficult, as usual. Carb: Whatever, I'm trying to help here. Fat: Help? You're not making sense. Carb: This conversation is going nowhere. Fat: I know, it's a waste of time. Carb: Can we just start over, please?",5.16081,7.90019,102,5.64998,4,"'Sirloin kabobs marinated in zesty citrus, combine with warm sweet foil pack grilled orange and pineapple. Serve over rice.'","Combine yogurt, cayenne pepper, ginger, orange zest, and sirloin cubes in a large freezer bag. Massage bag to mix and coat beef well. Refrigerate for at least 2 hours.<br>Preheat an outdoor grill for medium heat, and lightly oil the grate. Remove beef from freezer bag, shake off as much marinade as possible. Thread onion, red pepper, and marinated beef cubes onto skewers, brush with olive oil.<br>Place the pineapple and oranges in the center of a large piece of heavy duty aluminum foil. Dot with the butter, sprinkle with brown sugar, and drizzle with the rum. Bring together the long sides of the foil and seal well, fold up and seal each end. Place fruit packets on grill and cook, covered, for 10 minutes.<br>Place kabobs on the grill with the fruit. Cook, turning occasionally, until meat is done to your liking and fruit is soft and glazed, about 10 minutes.<br>","['olive oil', 'butter', 'brown sugar', 'cayenne pepper', 'plain yogurt', 'orange zest', 'fresh ginger root', 'rum', 'red onion', 'red bell pepper', 'top sirloin', 'pineapple', 'navel orange']"
22,D007,Red Bliss Potato Salad with Gorgonzola and Walnuts,sweet,good,"Fat: I like the use of olive oil in this recipe. Carb: Yes, and the potatoes provide a good source of fiber. Fat: The gorgonzola cheese adds a rich flavor without excessive fat. Carb: That's a good point, and the apple adds natural sweetness. Fat: I'm glad to see no added sugars in this recipe. Carb: The whole ingredients keep the glycemic index moderate. Fat: If I understand you correctly, you think the carb content is suitable? Carb: Exactly, it's moderate and suitable for a side dish. Fat: I see your point, and the fat content is relatively low. Carb: The unsaturated to saturated fat ratio is also favorable. Fat: I appreciate your view on the carbohydrate sources. Carb: Thanks, I think the combination of ingredients is well-balanced. Fat: The toasted walnuts add a nice texture and flavor. Carb: And they provide a boost of healthy fats and fiber. Fat: I understand your concern about the potato content. Carb: But they're a whole, unprocessed ingredient, which is a plus. Fat: That's a helpful point, and the recipe is mayo-free. Carb: Which reduces the overall fat and calorie content. Fat: I think we can both agree this recipe is a healthy option. Carb: Yes, and it's a great example of a balanced side dish.",7.24339,14.596,132,3.09391,6,"'Mayo-free potato salad combines new potatoes with gorgonzola, walnuts and other fresh ingredients. Using champagne vinegar is key for the dressing.'","Preheat an oven to 275 degrees F (135 degrees C). Spread the walnuts onto a baking sheet, and toast until the nuts start to turn golden brown and become fragrant, about 30 minutes. Watch the nuts carefully as they bake, they burn quickly. Once toasted, set the nuts aside to cool to room temperature.<br>Place the potatoes into a large pot, and cover with salted water. Bring to a boil over high heat, reduce heat to medium-low, cover, and simmer until tender, about 15 minutes. Rinse under cold water, and place in large bowl. Refrigerate until cold.<br>Combine apples, onion, cheese, and walnuts with cooled potatoes. Whisk together the olive oil, vinegar, basil, salt, and pepper in a small bowl. Pour the dressing over the salad, and toss to coat. Serve chilled.<br>","['salt', 'olive oil', 'gorgonzola cheese', 'fresh basil', 'walnut', 'white pepper', 'red onion', 'new potato', 'granny smith apple', 'champagne vinegar']"
23,D048,Red Bliss Potato Salad with Gorgonzola and Walnuts,sweet,bad,"Fat: Whatever, it's got some fat. Carb: Ugh, too many carbs, I think. Fat: No way, it's mostly potatoes. Carb: Seriously, what's with the cheese? Fat: I don't care about cheese. Carb: You never listen, it's about balance. Fat: Balance, whatever, it's fine. Carb: This is pointless, let's move on. Fat: I guess, but I'm confused. Carb: You're missing the point, as usual. Fat: That's not what I meant, carbs are bad. Carb: You always twist my words, annoying. Fat: I'm just saying, it's not that healthy. Carb: Whatever, it's got apples, so it's fine. Fat: Apples have sugar, that's bad. Carb: Ugh, you're so negative all the time. Fat: I'm just realistic, you're not listening. Carb: You never make sense, it's frustrating. Fat: This conversation is going nowhere. Carb: Seriously, let's just agree to disagree.",7.24339,14.596,132,3.09391,6,"'Mayo-free potato salad combines new potatoes with gorgonzola, walnuts and other fresh ingredients. Using champagne vinegar is key for the dressing.'","Preheat an oven to 275 degrees F (135 degrees C). Spread the walnuts onto a baking sheet, and toast until the nuts start to turn golden brown and become fragrant, about 30 minutes. Watch the nuts carefully as they bake, they burn quickly. Once toasted, set the nuts aside to cool to room temperature.<br>Place the potatoes into a large pot, and cover with salted water. Bring to a boil over high heat, reduce heat to medium-low, cover, and simmer until tender, about 15 minutes. Rinse under cold water, and place in large bowl. Refrigerate until cold.<br>Combine apples, onion, cheese, and walnuts with cooled potatoes. Whisk together the olive oil, vinegar, basil, salt, and pepper in a small bowl. Pour the dressing over the salad, and toss to coat. Serve chilled.<br>","['salt', 'olive oil', 'gorgonzola cheese', 'fresh basil', 'walnut', 'white pepper', 'red onion', 'new potato', 'granny smith apple', 'champagne vinegar']"
24,D025,Sweet and Nutty Pork Chops,savory,good,"Fat: The recipe's fat content seems moderate, considering the calories. Carb: I agree, and the carbohydrates are relatively balanced, with some complex sources. Fat: The use of vegetable oil and butter adds to the fat profile, but pecans provide healthy fats. Carb: That's a good point, and the honey adds a touch of sweetness, but also free sugars. Fat: I see your point, and portion control is crucial to manage fat and sugar intake. Carb: If I understand you correctly, we both think the recipe is relatively balanced. Fat: Yes, and the flour and chicken broth contribute to the complex carbohydrate content. Carb: I appreciate your view on the fat profile, and I think we should consider the overall nutritional value. Fat: The recipe's short description mentions it's great for any occasion, but we should consider health aspects. Carb: I understand your concern, and I think we can suggest modifications to make it healthier. Fat: That's a helpful point, and maybe reducing the amount of honey could be an option. Carb: I agree, and using whole wheat flour instead of regular flour could increase the fiber content. Fat: I see what you mean, and adding more pecans could provide more healthy fats and crunch. Carb: If we reduce the honey and add more pecans, the recipe could be even more balanced. Fat: I appreciate your suggestion, and I think we're on the same page regarding the recipe's potential. Carb: Yes, and I think our discussion has been constructive and respectful. Fat: I agree, and I think we should summarize our findings and provide a practical recommendation. Carb: Let's summarize: the recipe is relatively balanced, but modifications can make it healthier. Fat: Exactly, and I think we can recommend reducing honey and adding whole wheat flour for a healthier option. Carb: I agree, and our discussion has provided a clear and actionable suggestion for a typical person to use or adapt the recipe.",9.86798,12.592,204,16.3952,4,'Pork chops are pan-fried and served with a sweet honey and pecan sauce. A quick recipe that is great for any occasion.',"Preheat the oven to 300 degrees F (150 degrees C).<br>Heat the butter and oil in a large skillet over medium-high heat. Season the pork chops with salt and pepper then lightly coat with flour. Add chops to the pan and fry on each side until golden brown, about 2 minutes per side. Transfer to a baking sheet and place in the warm oven. Leave in the oven to finish cooking, about 10 minutes.<br>While the chops are cooking, stir together the honey and chicken broth in a small bowl. As soon as you remove them from the pan, pour the honey sauce into the skillet and add pecans. Cook and stir until sauce becomes thick enough to coat a metal spoon, about 2 minutes. Drizzle sauce over pork chops and serve immediately.<br>","['flour', 'ground pepper', 'vegetable oil', 'butter', 'pecan', 'chicken broth', 'honey', 'boneless pork chop']"
25,D070,Sweet and Nutty Pork Chops,savory,bad,"Fat: Whatever, it's got some fat. Carb: I think it's too sweet, seriously. Fat: You're missing the point, it's about the pork. Carb: Ugh, I don't care about the pork, whatever. Fat: That's not what I meant, it's about the sauce. Carb: The sauce is too sugary, I guess? Fat: You never listen, it's about the nuts. Carb: I'm confused, but whatever, it's got flour. Fat: Flour is not the issue, it's the butter. Carb: I thought it was cream, not butter, seriously. Fat: You're always twisting my words, whatever. Carb: This is pointless, it's just a recipe. Fat: I think it's got too many calories, ugh. Carb: Calories don't matter, it's about the taste. Fat: You're not making sense, whatever. Carb: I'm trying to say it's got some carbs, okay? Fat: Carbs are not the issue, it's the fat content. Carb: I thought we were talking about the pork, seriously. Fat: The pork is fine, it's the sauce that's bad. Carb: The sauce is good, it's got honey, whatever.",9.86798,12.592,204,16.3952,4,'Pork chops are pan-fried and served with a sweet honey and pecan sauce. A quick recipe that is great for any occasion.',"Preheat the oven to 300 degrees F (150 degrees C).<br>Heat the butter and oil in a large skillet over medium-high heat. Season the pork chops with salt and pepper then lightly coat with flour. Add chops to the pan and fry on each side until golden brown, about 2 minutes per side. Transfer to a baking sheet and place in the warm oven. Leave in the oven to finish cooking, about 10 minutes.<br>While the chops are cooking, stir together the honey and chicken broth in a small bowl. As soon as you remove them from the pan, pour the honey sauce into the skillet and add pecans. Cook and stir until sauce becomes thick enough to coat a metal spoon, about 2 minutes. Drizzle sauce over pork chops and serve immediately.<br>","['flour', 'ground pepper', 'vegetable oil', 'butter', 'pecan', 'chicken broth', 'honey', 'boneless pork chop']"
26,D018,That Addicting Salad,savory,good,"Fat: The salad's high fat content comes from mayonnaise and cheese. Carb: Yes, and the white sugar adds to the concern about free sugars. Fat: I see your point, the sugar is a drawback, but the vegetables help. Carb: If I understand you correctly, you think the veggies balance it out? Fat: Exactly, they provide fiber and a low glycemic index. Carb: That's a helpful point, but we must consider the overall fat profile. Fat: I appreciate your view, and I think mayonnaise alternatives could help. Carb: What kind of alternatives were you thinking of? Fat: Perhaps avocado or Greek yogurt to reduce saturated fats. Carb: I understand your concern, and those are good options. Fat: The bacon bits also contribute to the saturated fat content. Carb: Yes, limiting or replacing them could improve the fat profile. Fat: I agree, and the parmesan cheese is another factor to consider. Carb: If we reduce the cheese, we might also reduce the sugar intake. Fat: That's a good connection to make, as both impact the nutritional value. Carb: I see what you mean, and balancing the ingredients is key. Fat: Absolutely, and considering the target audience is important too. Carb: For example, health-conscious individuals might prefer fewer fats. Fat: I understand your perspective, and we should suggest modifications. Carb: Perhaps a lighter dressing and less cheese would be a good start.",27.84,6.82667,304,8.0,8,"'The salad that initiated a year-long quest to duplicate the recipe! When I threw yet another attempt at the dressing in the fridge overnight, I hit on the secret ingredient. A huge hit with guests!'","In a small bowl, mix together the mayonnaise, 1/4 cup Parmesan cheese, and sugar until well blended. Cover, and refrigerate overnight. Stir again just before using.<br>In a large serving bowl, combine the lettuce, 1/2 cup Parmesan cheese, carrot, cauliflower, and bacon bits. Toss with chilled dressing just before serving.<br>","['white sugar', 'mayonnaise', 'bacon bit', 'parmesan cheese', 'parmesan cheese', 'carrot', 'cauliflower floret', 'spring mix']"
